contract_number,account_name,s3_full_path,file_name,doc_type,s3_vectors,opensearch,status_reason,contract_title,contract_requester,reviewing_attorney,created_on,document_effective_date,account_type,parent_contract,solution_line,sharepoint_document_url,related_product,document_title
71865,AAPC,s3://ml-legal-restricted/contract-docs/71865/Dynamics_-_71865_signed.pdf,Dynamics_-_71865_signed.pdf,MSA,True,--,Fully-Executed/Complete,Professional Medical Coding Instructor License/Contract Renewal,Brandi Sloots,Mahalakshmi Vyakaranam,2023-05-04,2023-08-07,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/71865/Dynamics_-_71865_signed.pdf,,
68531,AAPC,s3://ml-legal-restricted/contract-docs/68531/Dynamics_-_68531_signed.pdf,Dynamics_-_68531_signed.pdf,License Agreement,True,--,Fully-Executed/Complete,Cotiviti PMCC License CPC_2022,Brandi Sloots,Adam Speer,2022-05-27,2022-06-01,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68531/Dynamics_-_68531_signed.pdf,,
61920,AAPC,s3://ml-legal-restricted/contract-docs/61920/AAPC-Cotiviti-MSA-MV-07012021-Dynamics_61920.pdf,AAPC-Cotiviti-MSA-MV-07012021-Dynamics_61920.pdf,MSA,True,--,Fully-Executed/Complete,PMCC Proctor Site Agreement,Theo Hall,Mahalakshmi Vyakaranam,2021-05-11,2021-05-11,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/61920/AAPC-Cotiviti-MSA-MV-07012021-Dynamics_61920.pdf,,AAPC Education Licensee PROCTOR SITE AGREEMENT
58822,AAPC,s3://ml-legal-restricted/contract-docs/58822/AAPC-Cotiviti-MSA-MV-07092020-Dynamics_58822.pdf,AAPC-Cotiviti-MSA-MV-07092020-Dynamics_58822.pdf,MSA,True,--,Fully-Executed/Complete,Professional Medical Coding Instructor License Agmt,Theo Hall,Mahalakshmi Vyakaranam,2020-02-23,2020-02-23,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/58822/AAPC-Cotiviti-MSA-MV-07092020-Dynamics_58822.pdf,,Professional Medical Coding Instructor License Agreement
63008,AAPC,s3://ml-legal-restricted/contract-docs/63008/AAPC Invoice_103492222.pdf,AAPC Invoice_103492222.pdf,Other,True,--,Fully-Executed/Complete,AAPC Lockbox Invoice,Karen Coleman,Adam Speer,2021-10-13,,Vendor,61920.0,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63008/AAPC Invoice_103492222.pdf,,
63007,AAPC,s3://ml-legal-restricted/contract-docs/63007/AAPC Invoice_103491514.pdf,AAPC Invoice_103491514.pdf,Other,True,--,Fully-Executed/Complete,AAPC Lockbox Invoice,Karen Coleman,Adam Speer,2021-10-13,,Vendor,61920.0,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63007/AAPC Invoice_103491514.pdf,,
63006,AAPC,s3://ml-legal-restricted/contract-docs/63006/AAPC Invoice_103488956.pdf,AAPC Invoice_103488956.pdf,Other,True,--,Fully-Executed/Complete,AAPC Lockbox Invoice,Karen Coleman,Adam Speer,2021-10-13,,Vendor,61920.0,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63006/AAPC Invoice_103488956.pdf,,
63003,AAPC,s3://ml-legal-restricted/contract-docs/63003/AAPC Invoice_3562365.pdf,AAPC Invoice_3562365.pdf,Other,True,--,Fully-Executed/Complete,AAPC Lockbox Product Invoice,Karen Coleman,Mahalakshmi Vyakaranam,2021-10-13,,Vendor,61920.0,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63003/AAPC Invoice_3562365.pdf,,
73003,AArete LLC,s3://ml-legal-restricted/contract-docs/73003/abfa8914-2a1e-49f0-9c21-087da61986ab.pdf,abfa8914-2a1e-49f0-9c21-087da61986ab.pdf,SOW,True,--,Fully-Executed/Complete,AArete IT Security assessment,David Keely,Adam Speer,2023-09-26,2023-09-25,Vendor,51921.0,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/73003/abfa8914-2a1e-49f0-9c21-087da61986ab.pdf,,
67261,AArete LLC,s3://ml-legal-restricted/contract-docs/67261/AArete_Cotiviti_Sourcing Support_February Extension Addendum_1.18.22.pdf,AArete_Cotiviti_Sourcing Support_February Extension Addendum_1.18.22.pdf,Addendum,True,--,Fully-Executed/Complete,Addendum No. 3 - SOW - Source to Contract Support,Kavya Tati,Adam Speer,2022-01-20,2022-02-07,Vendor,62747.0,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67261/AArete_Cotiviti_Sourcing Support_February Extension Addendum_1.18.22.pdf,,
62747,AArete LLC,s3://ml-legal-restricted/contract-docs/62747/AArete_Cotiviti_Sourcing Support SOW_9.15.21 Final.pdf,AArete_Cotiviti_Sourcing Support SOW_9.15.21 Final.pdf,SOW,True,--,Fully-Executed/Complete,aarete cotiviti sourcing support sow,Matthew Regan,Adam Speer,2021-09-08,2021-09-22,Vendor,51921.0,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/62747/AArete_Cotiviti_Sourcing Support SOW_9.15.21 Final.pdf,,
62101,AArete LLC,s3://ml-legal-restricted/contract-docs/62101/Cotiviti Aarete Medica 3-way MNDA_ 210701 (Signed)-signed by Medica and AArete 210825.pdf,Cotiviti Aarete Medica 3-way MNDA_ 210701 (Signed)-signed by Medica and AArete 210825.pdf,NDA,True,--,Fully-Executed/Complete,Aarete NDA 2021,Paul Aguilar,Jeffrey Koslowski,2021-06-08,2021-06-11,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/62101/Cotiviti Aarete Medica 3-way MNDA_ 210701 (Signed)-signed by Medica and AArete 210825.pdf,,
60101,AArete LLC,s3://ml-legal-restricted/contract-docs/60101/AArete LLC - Cotiviti - DDC - DS - 08262020 - Dynamics_60101.pdf,AArete LLC - Cotiviti - DDC - DS - 08262020 - Dynamics_60101.pdf,Statement of Destruction,True,--,Fully-Executed/Complete,Data Destruction Statement,ihtech Simko,ihtech Simko,2020-08-19,2020-08-26,Client,8222.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/60101/AArete LLC - Cotiviti - DDC - DS - 08262020 - Dynamics_60101.pdf,Record Import/Clean Up,VIA Email
59807,AArete LLC,s3://ml-legal-restricted/contract-docs/59807/SCAN-26022020-153538_Redacted term from Medica.pdf,SCAN-26022020-153538_Redacted term from Medica.pdf,Termination,True,--,Fully-Executed/Complete,Termination_SOW 2 to MSA 1 (Medica FFP),LaLeeta Bilbro,Jeffrey Koslowski,2020-07-14,2020-04-30,Client,57932.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59807/SCAN-26022020-153538_Redacted term from Medica.pdf,Claim Pattern Review,VIA OVERNIGHT DELIVERY
56133,AArete LLC,s3://ml-legal-restricted/contract-docs/56133/Amendment_1_to_Statement_of_Work_1_-_Aarete_(two_month_extension_of_SOW)_-_6.4.2019.docx.pdf,Amendment_1_to_Statement_of_Work_1_-_Aarete_(two_month_extension_of_SOW)_-_6.4.2019.docx.pdf,Amendment,True,--,Fully-Executed/Complete,AMD 1 to SOW-1,Paul Bagley,Adam Speer,2019-05-28,2019-06-04,Vendor,51772.0,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/56133/Amendment_1_to_Statement_of_Work_1_-_Aarete_(two_month_extension_of_SOW)_-_6.4.2019.docx.pdf,,
52386,AArete LLC,s3://ml-legal-restricted/contract-docs/52386/AArete EXHIBIT B - Business Associate Agreement Ready for Signature (SBC 06.06.18)_signed.pdf,AArete EXHIBIT B - Business Associate Agreement Ready for Signature (SBC 06.06.18)_signed.pdf,BAA,True,--,Fully-Executed/Complete,HIPAA VENDOR BUSINESS ASSOCIATE AGREEMENT_4-Jun-2018,James Schell,Adam Speer,2018-06-04,2018-06-04,Vendor,51921.0,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/52386/AArete EXHIBIT B - Business Associate Agreement Ready for Signature (SBC 06.06.18)_signed.pdf,,
51772,AArete LLC,s3://ml-legal-restricted/contract-docs/51772/AArete-Verscend SOW Ready for signature (05.30.18)_signed.pdf,AArete-Verscend SOW Ready for signature (05.30.18)_signed.pdf,SOW,True,--,Fully-Executed/Complete,SOW 1. to MSA_Cost Reduction Project,James Schell,Adam Speer,2018-03-16,2018-04-02,Vendor,51921.0,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/51772/AArete-Verscend SOW Ready for signature (05.30.18)_signed.pdf,,
70088,AArete LLC,s3://ml-legal-restricted/contract-docs/70088/AArete - Cotiviti - Termination Letter - JK - 12162022 - Dynamics_70088.pdf,AArete - Cotiviti - Termination Letter - JK - 12162022 - Dynamics_70088.pdf,Termination,True,--,Fully-Executed/Complete,AArete Termination 123122,Karen Dunn,Jeffrey Koslowski,2022-11-09,,Client,51921.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70088/AArete - Cotiviti - Termination Letter - JK - 12162022 - Dynamics_70088.pdf,Coding Validation,Termination of Master Services Agreement
68840,AC Marriott Nashville,s3://ml-legal-restricted/contract-docs/68840/Dynamics_68840_signed.pdf,Dynamics_68840_signed.pdf,Other,True,--,Fully-Executed/Complete,AC Marriott Nashville - 2022 Marketing Team Meeting,Stephanie Kirtley,Mahalakshmi Vyakaranam,2022-07-05,2022-08-01,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68840/Dynamics_68840_signed.pdf,,
73292,ACA Health Benefits Fund,s3://ml-legal-restricted/contract-docs/73292/ACA Health Benefits Fund - Cotiviti Australia - SOW - JK - 10052023 - Dynamics_73292.pdf,ACA Health Benefits Fund - Cotiviti Australia - SOW - JK - 10052023 - Dynamics_73292.pdf,SOW,True,--,Fully-Executed/Complete,Schedule 2 - Service Schedule: Recoveries Service,Saurabh Lall,Jeffrey Koslowski,2023-11-02,2023-10-05,Client,73278.0,Cotiviti AU,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/73292/ACA Health Benefits Fund - Cotiviti Australia - SOW - JK - 10052023 - Dynamics_73292.pdf,Recoveries,Schedule 2 - Service Schedule: Recoveries Service
73278,ACA Health Benefits Fund,s3://ml-legal-restricted/contract-docs/73278/ACA - Cotiviti Australia - MSA - JK - 10052023 - Dynamics_73278.pdf,ACA - Cotiviti Australia - MSA - JK - 10052023 - Dynamics_73278.pdf,MSA,True,--,Fully-Executed/Complete,Payment Integrity Practice Agreement,Saurabh Lall,Jeffrey Koslowski,2023-11-01,2023-10-05,Client,,Cotiviti AU,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/73278/ACA - Cotiviti Australia - MSA - JK - 10052023 - Dynamics_73278.pdf,Recoveries,Cotiviti Australia Pty. Ltd. Payment Integrity Practice Agreement
63453,ACT.md,s3://ml-legal-restricted/contract-docs/63453/19902_ACTmd HMS MNDA 05302019.pdf,19902_ACTmd HMS MNDA 05302019.pdf,NDA,True,--,Fully-Executed/Complete,ACT.md / HMS MNDA (CI CID 7727),Dynamics SVC,Dynamics SVC,2021-11-29,2019-05-30,Client,,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63453/19902_ACTmd HMS MNDA 05302019.pdf,Eliza Standard,MUTUAL NON-DISCLOSURE AGREEMENT
60037,ADP Benefit Services,s3://ml-legal-restricted/contract-docs/60037/ADP - Cotiviti - NDA - SA - 08172020 - Dynamics_60037.pdf,ADP - Cotiviti - NDA - SA - 08172020 - Dynamics_60037.pdf,NDA,True,--,Fully-Executed/Complete,MUTUAL NONDISCLOSURE AGREEMENT,Pritam Singh,Suman Arshid,2020-08-07,2020-08-07,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/60037/ADP - Cotiviti - NDA - SA - 08172020 - Dynamics_60037.pdf,,MUTUAL NONDISCLOSURE AGREEMENT
76607,ADV Technology and Engineering Services,s3://ml-legal-restricted/contract-docs/76607/Q_14012024_ADV TECHNOLOGY  ENGINEERING SERVICES_INR 552884 per Annum Including GST_Pune_Feb-27-2024.pdf,Q_14012024_ADV TECHNOLOGY  ENGINEERING SERVICES_INR 552884 per Annum Including GST_Pune_Feb-27-2024.pdf,Quote,True,--,Fully-Executed/Complete,OFFER FOR BATTERIES.,Dynamics SVC,Adam Speer,2025-01-10,2024-02-22,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/76607/Q_14012024_ADV TECHNOLOGY  ENGINEERING SERVICES_INR 552884 per Annum Including GST_Pune_Feb-27-2024.pdf,,OFFER FOR BATTERIES.
76606,ADV Technology and Engineering Services,s3://ml-legal-restricted/contract-docs/76606/Q_13012024_ADV TECHNOLOGY  ENGINEERING SERVICES_10kva UPS AMC _Pune_Feb-27-2024.pdf,Q_13012024_ADV TECHNOLOGY  ENGINEERING SERVICES_10kva UPS AMC _Pune_Feb-27-2024.pdf,Quote,True,--,Fully-Executed/Complete,COMPREHENSIVE AMC PROPOSAL for UPS SYSTEMS ,Dynamics SVC,Adam Speer,2025-01-10,2024-02-07,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/76606/Q_13012024_ADV TECHNOLOGY  ENGINEERING SERVICES_10kva UPS AMC _Pune_Feb-27-2024.pdf,,COMPREHENSIVE AMC PROPOSAL for UPS SYSTEMS 
76608,ADV Technology and Engineering Services,s3://ml-legal-restricted/contract-docs/76608/Q_15092023_ADV Technology AND Engineering Services_UPS Purchase for Pune Expansion_Pune_Sep-15-2023.pdf,Q_15092023_ADV Technology AND Engineering Services_UPS Purchase for Pune Expansion_Pune_Sep-15-2023.pdf,Quote,True,--,Fully-Executed/Complete,OFFER FOR VERTIV UP,Dynamics SVC,Adam Speer,2025-01-10,2023-09-14,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/76608/Q_15092023_ADV Technology AND Engineering Services_UPS Purchase for Pune Expansion_Pune_Sep-15-2023.pdf,,OFFER FOR VERTIV UP
76610,ADV Technology and Engineering Services,s3://ml-legal-restricted/contract-docs/76610/SA_05072023_ADV Technologies_Installation  commissioning of 40kv UPS_Pun.._.pdf,SA_05072023_ADV Technologies_Installation  commissioning of 40kv UPS_Pun.._.pdf,MSA,True,--,Fully-Executed/Complete,Master Services Agreement,Dynamics SVC,Adam Speer,2025-01-10,2023-07-27,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/76610/SA_05072023_ADV Technologies_Installation  commissioning of 40kv UPS_Pun.._.pdf,,Master Services Agreement
76609,ADV Technology and Engineering Services,s3://ml-legal-restricted/contract-docs/76609/Q_19072023_ADV Technologies_Installation  commissioning of 40kv UPS_Pune.._.pdf,Q_19072023_ADV Technologies_Installation  commissioning of 40kv UPS_Pune.._.pdf,Quote,True,--,Fully-Executed/Complete,OFFER FOR VERTIV UP,Dynamics SVC,Adam Speer,2025-01-10,2023-07-13,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/76609/Q_19072023_ADV Technologies_Installation  commissioning of 40kv UPS_Pune.._.pdf,,OFFER FOR VERTIV UP
62379,AE & Associates,s3://ml-legal-restricted/contract-docs/62379/executed 62379 Work Order 3 SOW 5.docx.pdf,executed 62379 Work Order 3 SOW 5.docx.pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,WO 3 to SOW 5,James Schell,Adam Speer,2021-07-14,2021-07-23,Vendor,59229.0,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/62379/executed 62379 Work Order 3 SOW 5.docx.pdf,,
62377,AE & Associates,s3://ml-legal-restricted/contract-docs/62377/executed 62377 Amendment 1_SOW 5 AEAssocLLC_.docx.pdf,executed 62377 Amendment 1_SOW 5 AEAssocLLC_.docx.pdf,Amendment,True,--,Fully-Executed/Complete,Amd 1 to SOW 5,James Schell,Adam Speer,2021-07-14,2021-07-23,Vendor,59229.0,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/62377/executed 62377 Amendment 1_SOW 5 AEAssocLLC_.docx.pdf,,
61310,AE & Associates,s3://ml-legal-restricted/contract-docs/61310/Amd 2 WO 2 executed.pdf,Amd 2 WO 2 executed.pdf,Amendment,True,--,Fully-Executed/Complete,AMD 2 to Work Order 2 for SOW 5,James Schell,Adam Speer,2021-02-24,2021-03-02,Vendor,59429.0,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/61310/Amd 2 WO 2 executed.pdf,,
59229,AE & Associates,s3://ml-legal-restricted/contract-docs/59229/UPDATED - Cotiviti - Onshore Risk Adjustment SOW_0422 MW_AE4.29.2020 clean.pdf,UPDATED - Cotiviti - Onshore Risk Adjustment SOW_0422 MW_AE4.29.2020 clean.pdf,SOW,True,--,Fully-Executed/Complete,SOW 5 to MSA Onshore Risk Adjustment,James Schell,Mahalakshmi Vyakaranam,2020-04-23,2020-04-23,Vendor,10051.0,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/59229/UPDATED - Cotiviti - Onshore Risk Adjustment SOW_0422 MW_AE4.29.2020 clean.pdf,,
77378,AGS Four Winds,s3://ml-legal-restricted/contract-docs/77378/Cotiviti.localmove.overtime.01Aug24.pdf,Cotiviti.localmove.overtime.01Aug24.pdf,Quote,True,--,Fully-Executed/Complete,Transfer of Office Equipment and Cabinets,Dynamics SVC,Adam Speer,2025-01-10,2024-08-01,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/77378/Cotiviti.localmove.overtime.01Aug24.pdf,,Transfer of Office Equipment and Cabinets
74123,AI21,s3://ml-legal-restricted/contract-docs/74123/AI21 LABS LTD - Cotiviti - NDA - SK - 03062024 - Dynamics_74123.pdf,AI21 LABS LTD - Cotiviti - NDA - SK - 03062024 - Dynamics_74123.pdf,NDA,True,--,Fully-Executed/Complete,NDA,David Lewis,Sneha Kalakota,2024-02-21,2024-02-28,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/74123/AI21 LABS LTD - Cotiviti - NDA - SK - 03062024 - Dynamics_74123.pdf,,MUTUAL NON-DISCLOSURE AGREEMENT
78852,AIA Health Insurance Pty Ltd,s3://ml-legal-restricted/contract-docs/78852/AIAH - Cotiviti - Amendment 2 - JK - 04042025 - Dynamics_78852.pdf,AIAH - Cotiviti - Amendment 2 - JK - 04042025 - Dynamics_78852.pdf,Amendment,True,--,Fully-Executed/Complete,AMD #2 Service Schedule - Ancillary Services,Saurabh Lall,Jeffrey Koslowski,2025-04-07,2025-03-01,Client,70684.0,Cotiviti AU,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78852/AIAH - Cotiviti - Amendment 2 - JK - 04042025 - Dynamics_78852.pdf,Gamma,AMENDMENT #2 TO Service Schedule – Ancillary Services BY AND BETWEEN AIA Health Insurance Pty Ltd AND COTIVITI AUSTRALIA PTY. LTD.
73607,AIA Health Insurance Pty Ltd,s3://ml-legal-restricted/contract-docs/73607/AIA Health Insurance - Cotiviti Australia - Amendment -JK - 03222024 - Dynamics_73607.pdf,AIA Health Insurance - Cotiviti Australia - Amendment -JK - 03222024 - Dynamics_73607.pdf,Amendment,True,--,Fully-Executed/Complete,Amendment to Service Schedule - Ancillary Services,Saurabh Lall,Jeffrey Koslowski,2023-12-11,2024-03-01,Client,69036.0,Cotiviti AU,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/73607/AIA Health Insurance - Cotiviti Australia - Amendment -JK - 03222024 - Dynamics_73607.pdf,Gamma,AMENDMENT TO Service Schedule – Ancillary Services
74695,AIA Health Insurance Pty Ltd,s3://ml-legal-restricted/contract-docs/74695/AIA - Cotiviti - Amendment - JK - 01312024 - Dynamics_74695.pdf,AIA - Cotiviti - Amendment - JK - 01312024 - Dynamics_74695.pdf,Amendment,True,--,Fully-Executed/Complete,Amendment to Services Agreement,Saurabh Lall,Jeffrey Koslowski,2024-05-13,2024-01-31,Client,70684.0,Cotiviti AU,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/74695/AIA - Cotiviti - Amendment - JK - 01312024 - Dynamics_74695.pdf,HIBIS,AMENDMENT TO Services Agreement BY AND BETWEEN AIA Health Insurance Pty Ltd AND COTIVITI AUSTRALIA PTY. LTD.
73608,AIA Health Insurance Pty Ltd,s3://ml-legal-restricted/contract-docs/73608/AIA Health Insurance - Cotiviti - SOW - JK - 12062023 - Dynamics_73608.pdf,AIA Health Insurance - Cotiviti - SOW - JK - 12062023 - Dynamics_73608.pdf,SOW,True,--,Fully-Executed/Complete,Service Schedule – Recoveries Service,Saurabh Lall,Jeffrey Koslowski,2023-12-12,2023-12-06,Client,70684.0,Cotiviti AU,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/73608/AIA Health Insurance - Cotiviti - SOW - JK - 12062023 - Dynamics_73608.pdf,Recoveries,Service Schedule – Recoveries Service
69036,AIA Health Insurance Pty Ltd,s3://ml-legal-restricted/contract-docs/69036/AIA Health Insurance Pty Ltd - Cotiviti - MSA - JK - 10152022 - Dynamics_69036.pdf,AIA Health Insurance Pty Ltd - Cotiviti - MSA - JK - 10152022 - Dynamics_69036.pdf,SOW,True,--,Fully-Executed/Complete,Service Schedule - Ancillary Services,Rebecca Lissing,Jeffrey Koslowski,2022-07-22,2022-10-15,Client,70684.0,Cotiviti AU,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/69036/AIA Health Insurance Pty Ltd - Cotiviti - MSA - JK - 10152022 - Dynamics_69036.pdf,Gamma,Service Schedule - Ancillary Services
70685,AIA Health Insurance Pty Ltd,s3://ml-legal-restricted/contract-docs/70685/Service Schedule - HIBIS (signed) 11.2020.pdf,Service Schedule - HIBIS (signed) 11.2020.pdf,SOW,True,--,Fully-Executed/Complete,Services Schedule - HIBIS,Rebecca Lissing,Dynamics SVC,2023-01-02,2020-12-11,Client,70684.0,Cotiviti AU,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70685/Service Schedule - HIBIS (signed) 11.2020.pdf,HIBIS,Services Schedule - HIBIS
70684,AIA Health Insurance Pty Ltd,s3://ml-legal-restricted/contract-docs/70684/Lorica Health - Services Agreement (final) 11.2020 (1).pdf,Lorica Health - Services Agreement (final) 11.2020 (1).pdf,MSA,True,--,Fully-Executed/Complete,Services Agreement,Rebecca Lissing,Dynamics SVC,2023-01-02,2020-11-06,Client,,Cotiviti AU,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70684/Lorica Health - Services Agreement (final) 11.2020 (1).pdf,HIBIS,Services Agreement
78582,AJ's Coffee Break Inc.,s3://ml-legal-restricted/contract-docs/78582/AJ’s Coffee Break - Cotiviti - MSA - AR - 05202025 - Dynamics_78582.pdf,AJ’s Coffee Break - Cotiviti - MSA - AR - 05202025 - Dynamics_78582.pdf,MSA,True,--,Fully-Executed/Complete,CCC25 Coffee Cart Services,Taylor Cole,Altaf Rather,2025-03-04,2025-05-20,Vendor,,,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78582/AJ’s Coffee Break - Cotiviti - MSA - AR - 05202025 - Dynamics_78582.pdf,,"AJ's Coffee Break, Inc. Catering Contract"
