contract_number,s3_full_path,account_name,doc_type,status_reason,contract_title,contract_requester,reviewing_attorney,created_on,document_effective_date,parent_contract,solution_line,account_type,sharepoint_document_url,document_title,related_product,matched_client,matched_pattern,file_name
78776,s3://ml-legal-restricted/contract-docs/78776/UHCS - Cotiviti - CO 1 to SOW 229 - TE - 04172025 - Dynamics_78776.pdf,United HealthCare Services,Work Order / Change Request,Fully-Executed/Complete,UHC - CO 10 to SOW 299 - Results File - Total Attempted Calls,Laura Owen,Timothy Ellebracht,2025-03-27 20:09:01,2025-04-17,65857,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78776/UHCS - Cotiviti - CO 1 to SOW 229 - TE - 04172025 - Dynamics_78776.pdf,ELIZA® SERVICES CHANGE ORDER FORM,Eliza Standard,United,\b(united\s*health( ?care)?|unitedhealth(group)?|uhc)\b,UHCS - Cotiviti - CO 1 to SOW 229 - TE - 04172025 - Dynamics_78776.pdf
75951,s3://ml-legal-restricted/contract-docs/75951/Elevance - Cotiviti - AMD 1 - DM - 04152025 - Dynamics_75951.pdf,"Anthem, Inc (WellPoint, Inc.)",Amendment,Fully-Executed/Complete,Elevance-Cotiviti Amendment #1 to SOW #2 - Additional Users,Angie Sirani,Drew Mattern,2024-10-27 01:40:06,2025-04-15,70955,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/75951/Elevance - Cotiviti - AMD 1 - DM - 04152025 - Dynamics_75951.pdf,Amendment #1 To Statement of Work #2 for Quality Improvement,Quality Intelligence,Anthem/Elevance,\b(anthem|elevance)\b,Elevance - Cotiviti - AMD 1 - DM - 04152025 - Dynamics_75951.pdf
78657,s3://ml-legal-restricted/contract-docs/78657/SCFHP - Cotiviti - Letter - DM - 04142025 - Dynamics_78657.pdf,Santa Clara Family Health Plan,Termination,Fully-Executed/Complete,Santa Clara term letter for Risk Adj SOW,Robin Tucker,Drew Mattern,2025-03-13 14:31:36,2025-04-14,24176,Risk Adjustment,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78657/SCFHP - Cotiviti - Letter - DM - 04142025 - Dynamics_78657.pdf,Termination Letter,Medicare Adv. Coding,,,SCFHP - Cotiviti - Letter - DM - 04142025 - Dynamics_78657.pdf
78407,s3://ml-legal-restricted/contract-docs/78407/Centene - Cotiviti - SOW 3 - DM  - 04092025 - Dynamcics_78407.pdf,Centene Corporation,SOW,Fully-Executed/Complete,Centene Risk Adjustment POC - Medicare,Steven Taylor,Drew Mattern,2025-02-11 21:08:08,2025-04-09,52768,Risk Adjustment,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78407/Centene - Cotiviti - SOW 3 - DM  - 04092025 - Dynamcics_78407.pdf,Statement of Work No. 3 For Risk Adjustment Medicare Coding Proof of Concept,Medicare Adv. Coding,Centene,\bcentene\b,Centene - Cotiviti - SOW 3 - DM  - 04092025 - Dynamcics_78407.pdf
78579,s3://ml-legal-restricted/contract-docs/78579/Centene Corporation - Cotiviti - CO 5 - TE - 04082025 - Dynamics_78579.pdf,Centene Corporation,Work Order / Change Request,Fully-Executed/Complete,[CENTENE]- PBM- CO 5 to SOW,Ashminee Dewdat,Timothy Ellebracht,2025-03-04 15:10:47,2025-04-08,72385,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78579/Centene Corporation - Cotiviti - CO 5 - TE - 04082025 - Dynamics_78579.pdf,CHANGE ORDER FOR ELIZA® SERVICES,Eliza Standard,Centene,\bcentene\b,Centene Corporation - Cotiviti - CO 5 - TE - 04082025 - Dynamics_78579.pdf
76271,s3://ml-legal-restricted/contract-docs/76271/Elevance Health - Cotiviti - AMD 2 - TE - 04072025 - Dynamics_76271.pdf,"Anthem, Inc (WellPoint, Inc.)",Amendment,Fully-Executed/Complete,Elevance - Amendment 2 to ACA Welcome and Transfer IVR - 2025 Term Renewal,Ashminee Dewdat,Timothy Ellebracht,2024-12-10 16:35:10,2025-04-07,67670,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/76271/Elevance Health - Cotiviti - AMD 2 - TE - 04072025 - Dynamics_76271.pdf,Amendment 2 To the Elevance Health Inc. New Program Worksheet For the Elevance Health Inc. – Eliza Welcome and Transfer IVR,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,Elevance Health - Cotiviti - AMD 2 - TE - 04072025 - Dynamics_76271.pdf
78824,s3://ml-legal-restricted/contract-docs/78824/Blue Cross and Blue Shield of Michigan - Cotiviti - Destruction Letter - MS - 04042025 - Dynamics_78824.pdf,Blue Cross and Blue Shield of Michigan,Statement of Destruction,Fully-Executed/Complete,Destruction Letter - Accent Surveys,Joshua Houston,Melissa Syracuse,2025-04-02 17:12:56,2025-04-04,71142,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78824/Blue Cross and Blue Shield of Michigan - Cotiviti - Destruction Letter - MS - 04042025 - Dynamics_78824.pdf,Termination of Services and Disposition of Data,Data Mining,BCBS Michigan,\b(blue\s*cross\s*(and\s*)?blue\s*shield\s*of\s*michigan|bcbsm)\b,Blue Cross and Blue Shield of Michigan - Cotiviti - Destruction Letter - MS - 04042025 - Dynamics_78824.pdf
77721,s3://ml-legal-restricted/contract-docs/77721/ALIC - Cotiviti - WO 1 - JK - 04032025 - Dynamics_77721.pdf,Aetna Life Insurance Company,Work Order / Change Request,Fully-Executed/Complete,Aetna Medicaid Work Order Oncology - Essence,Michael Cicciu,Jeffrey Koslowski,2025-01-14 12:13:27,2025-04-03,75400,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/77721/ALIC - Cotiviti - WO 1 - JK - 04032025 - Dynamics_77721.pdf,ORDER FORM #1 TO PARTICIPATION AGREEMENT,Eliza Pro,Aetna,\baetna\b,ALIC - Cotiviti - WO 1 - JK - 04032025 - Dynamics_77721.pdf
78670,s3://ml-legal-restricted/contract-docs/78670/Humana Inc - Cotiviti - AMD 11 - JK - 03312025 - Dynamics_78670.pdf,Humana,Amendment,Fully-Executed/Complete,Humana - DCI - 2 month extension (April and May 2025),Matt Collins,Jeffrey Koslowski,2025-03-14 15:04:56,2025-03-31,8017,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78670/Humana Inc - Cotiviti - AMD 11 - JK - 03312025 - Dynamics_78670.pdf,Amendment 011 To Schedule 004 to the Master Services Agreement Dental Claim Accuracy Services,Dental Claims Accuracy,Humana,\bhumana\b,Humana Inc - Cotiviti - AMD 11 - JK - 03312025 - Dynamics_78670.pdf
78602,s3://ml-legal-restricted/contract-docs/78602/UHCS - Cotiviti - CO 2 - TE - 03272025 - Dynamics_78602.pdf,United HealthCare Services,Work Order / Change Request,Fully-Executed/Complete,UHC - CO 2 to SOW 273 - UHSUCARD Script & Data File Updates,Laura Owen,Timothy Ellebracht,2025-03-06 19:57:21,2025-03-27,69518,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78602/UHCS - Cotiviti - CO 2 - TE - 03272025 - Dynamics_78602.pdf,ELIZA® SERVICES CHANGE ORDER FORM Cotiviti Internal Contract Repository/Reference # 78602,Eliza Standard,United,\b(united\s*health( ?care)?|unitedhealth(group)?|uhc)\b,UHCS - Cotiviti - CO 2 - TE - 03272025 - Dynamics_78602.pdf
77720,s3://ml-legal-restricted/contract-docs/77720/Aetna - Cotiviti - WO - JK - 03272025 - Dynamics_77720.pdf,Aetna Life Insurance Company,SOW,Fully-Executed/Complete,Aetna Commercial Oncology Order Form - Essence,Michael Cicciu,Jeffrey Koslowski,2025-01-14 12:10:16,2025-03-27,63460,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/77720/Aetna - Cotiviti - WO - JK - 03272025 - Dynamics_77720.pdf,ORDER FORM #2 TO PARTICIPATION AGREEMENT,Eliza Pro,Aetna,\baetna\b,Aetna - Cotiviti - WO - JK - 03272025 - Dynamics_77720.pdf
78635,s3://ml-legal-restricted/contract-docs/78635/Dynamics_78635_signed.pdf,Aetna Life Insurance Company,Letter,Fully-Executed/Complete,SCH 18 Extension Letter,Nishan Khoshafian,Drew Mattern,2025-03-11 15:31:28,2025-03-25,54606,Risk Adjustment,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78635/Dynamics_78635_signed.pdf,SCH 18 Extension Letter,Medicare Adv. Coding,Aetna,\baetna\b,Dynamics_78635_signed.pdf
78443,s3://ml-legal-restricted/contract-docs/78443/CVS Pharmacy - Cotiviti - SOW - DM - 04302025 - Dynamics_78443.pdf,Aetna Life Insurance Company,SOW,Fully-Executed/Complete,Mercy Care Risk Adjustment Coding and Retrieval SOW,Nishan Khoshafian,Drew Mattern,2025-02-14 20:54:31,2025-03-25,8140,Risk Adjustment,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78443/CVS Pharmacy - Cotiviti - SOW - DM - 04302025 - Dynamics_78443.pdf,Statement of Work For MercyCare Risk Adjustment,RA - Medical Record Retrieval,Aetna,\baetna\b,CVS Pharmacy - Cotiviti - SOW - DM - 04302025 - Dynamics_78443.pdf
78442,s3://ml-legal-restricted/contract-docs/78442/Aetna - Cotiviti - AMD3 - DM - 06122025 - Dynamics_78442.pdf,Aetna Life Insurance Company,Amendment,Fully-Executed/Complete,Aetna Risk Adjustment Coding Renewal AMD 3 to SOW 18,Nishan Khoshafian,Drew Mattern,2025-02-14 20:51:14,2025-03-25,54606,Risk Adjustment,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78442/Aetna - Cotiviti - AMD3 - DM - 06122025 - Dynamics_78442.pdf,"Amendment No. 3 to Schedule No. 018 to the Master Business Agreement (“MBA”) Between Aetna Life Insurance Company (“Aetna”) and Cotiviti, Inc. (“Supplier” or “Cotiviti”)",Medicare Adv. Coding,Aetna,\baetna\b,Aetna - Cotiviti - AMD3 - DM - 06122025 - Dynamics_78442.pdf
78398,s3://ml-legal-restricted/contract-docs/78398/Elevance Inc. - Cotiviti - AMD 9 - DM - 03252025 - Dynamics_78398.pdf,"Anthem, Inc (WellPoint, Inc.)",Amendment,Fully-Executed/Complete,Elevance Consolidated Contracts,Angie Sirani,Drew Mattern,2025-02-11 00:07:23,2025-03-25,3534,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78398/Elevance Inc. - Cotiviti - AMD 9 - DM - 03252025 - Dynamics_78398.pdf,Amendment No. 9 To Master Software License Agreement (TIE#-10378),Quality Intelligence,Anthem/Elevance,\b(anthem|elevance)\b,Elevance Inc. - Cotiviti - AMD 9 - DM - 03252025 - Dynamics_78398.pdf
78749,s3://ml-legal-restricted/contract-docs/78749/Horizon Healthcare Services - Cotiviti - Addendum - MS - 04142025 - Dynamics_78749.pdf,Horizon Blue Cross Blue Shield of New Jersey,Addendum,Fully-Executed/Complete,Horizon - Government Programs Addendum to the MSA,Bryan Verdi,Melissa Syracuse,2025-03-25 14:06:12,2025-03-20,55420,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78749/Horizon Healthcare Services - Cotiviti - Addendum - MS - 04142025 - Dynamics_78749.pdf,GOVERNMENT PROGRAMS ADDENDUM,Data Mining,Horizon (NJ BCBS),\bhorizon\s*(blue|bcbs|cross|shield|new\s*jersey|nj)\b,Horizon Healthcare Services - Cotiviti - Addendum - MS - 04142025 - Dynamics_78749.pdf
78550,s3://ml-legal-restricted/contract-docs/78550/Highmark - Cotiviti - AMD 39 - DM - 03172025 - Dynamics_78550.pdf,Highmark Blue Cross Blue Shield,Amendment,Fully-Executed/Complete,Highmark-QI- PQA Measure,Carla Galisin,Drew Mattern,2025-02-28 04:55:57,2025-03-17,6266,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78550/Highmark - Cotiviti - AMD 39 - DM - 03172025 - Dynamics_78550.pdf,"Amendment #39 to the Cotiviti, Inc. Software License Agreement",Quality Intelligence,Highmark,\bhighmark\b,Highmark - Cotiviti - AMD 39 - DM - 03172025 - Dynamics_78550.pdf
77766,s3://ml-legal-restricted/contract-docs/77766/HBCBSONJ - Cotiviti - AMD 5 to SOW 2 - JK - 03182025 - Dynamics_77766.pdf,Horizon Blue Cross Blue Shield of New Jersey,Amendment,Fully-Executed/Complete,Amd 5 - Federal and State flowdowns 2025,Allyn Sullivan,Jeffrey Koslowski,2025-01-17 17:12:10,2025-03-17,55156,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/77766/HBCBSONJ - Cotiviti - AMD 5 to SOW 2 - JK - 03182025 - Dynamics_77766.pdf,"AMENDMENT 5 TO PROSPECTIVE CLAIMS ACCURACY SOW#2 BY AND BETWEEN HORIZON HEALTHCARE SERVICES, INC. d/b/a HORIZON BLUE CROSS BLUE SHIELD OF NEW JERSEY AND COTIVITI, INC",Payment Policy Management,Horizon (NJ BCBS),\bhorizon\s*(blue|bcbs|cross|shield|new\s*jersey|nj)\b,HBCBSONJ - Cotiviti - AMD 5 to SOW 2 - JK - 03182025 - Dynamics_77766.pdf
76433,s3://ml-legal-restricted/contract-docs/76433/United Health Care Services - Cotiviti - CO 3 - TE - 03132025 - Dynamics_76433.pdf,United HealthCare Services,Work Order / Change Request,Fully-Executed/Complete,UHC - CO 3 to SOW 199 - UHSSDOH Updates,Laura Owen,Timothy Ellebracht,2025-01-09 19:22:08,2025-03-13,65786,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/76433/United Health Care Services - Cotiviti - CO 3 - TE - 03132025 - Dynamics_76433.pdf,ELIZA® SERVICES CHANGE ORDER FORM,Eliza Standard,United,\b(united\s*health( ?care)?|unitedhealth(group)?|uhc)\b,United Health Care Services - Cotiviti - CO 3 - TE - 03132025 - Dynamics_76433.pdf
78645,s3://ml-legal-restricted/contract-docs/78645/EBCBS - Cotiviti - Letter - JK - 03122025 - Dynamics_78645.pdf,Excellus BlueCross BlueShield,Letter,Fully-Executed/Complete,CDPHP Affiliation Completion Notification,Allyn Sullivan,Jeffrey Koslowski,2025-03-12 14:22:10,2025-03-12,,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78645/EBCBS - Cotiviti - Letter - JK - 03122025 - Dynamics_78645.pdf,The Lifetime HealthCare Companies,Payment Policy Management,Excellus,\bexcellus\b,EBCBS - Cotiviti - Letter - JK - 03122025 - Dynamics_78645.pdf
78596,s3://ml-legal-restricted/contract-docs/78596/KFHP - Cotiviti - WO 21 - TE - 03112025 - Dynamics_78596.pdf,Kaiser Permanente,Work Order / Change Request,Fully-Executed/Complete,[KAISER PERMANENTE]- 2025 Medicare CTW Renewal,Ashminee Dewdat,Timothy Ellebracht,2025-03-06 15:18:07,2025-03-11,76066,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78596/KFHP - Cotiviti - WO 21 - TE - 03112025 - Dynamics_78596.pdf,Work Order Form,Eliza Standard,Kaiser,\bkaiser(\s+permanente)?\b,KFHP - Cotiviti - WO 21 - TE - 03112025 - Dynamics_78596.pdf
76069,s3://ml-legal-restricted/contract-docs/76069/UHS - Cotiviti - AMD 1 - MS - 03102025 - Dynamics_76069.pdf,United HealthCare Services,Amendment,Fully-Executed/Complete,Amd 1 to SOW 10 Subrogation_Renewal_SOW 10 (2025),Mary Srinivas,Melissa Syracuse,2024-11-12 14:55:02,2025-03-10,73119,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/76069/UHS - Cotiviti - AMD 1 - MS - 03102025 - Dynamics_76069.pdf,AMENDMENT NO. 1 TO STATEMENT OF WORK NO. 10 SUBROGATION SERVICES,Retrospective COB Validation,United,\b(united\s*health( ?care)?|unitedhealth(group)?|uhc)\b,UHS - Cotiviti - AMD 1 - MS - 03102025 - Dynamics_76069.pdf
78599,s3://ml-legal-restricted/contract-docs/78599/CVS PHARMACY - Cotiviti - AMD 17 - JK - 04042025 - Dynamics_78599.pdf,Aetna Life Insurance Company,Amendment,Fully-Executed/Complete,Aetna - data element expansion,Amanda Tramonte,Jeffrey Koslowski,2025-03-06 16:37:18,2025-03-09,36232,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78599/CVS PHARMACY - Cotiviti - AMD 17 - JK - 04042025 - Dynamics_78599.pdf,"AMENDMENT NO. 17 TO SCHEDULE No. 15 BY AND BETWEEN CVS PHARMACY, INC. AND COTIVITI, INC.",Payment Policy Management,Aetna,\baetna\b,CVS PHARMACY - Cotiviti - AMD 17 - JK - 04042025 - Dynamics_78599.pdf
75488,s3://ml-legal-restricted/contract-docs/75488/UPMC Health Plan - Cotiviti - CO 1 - TE - 03062025 - Dynamics_75488.pdf,UPMC Health Plan,Work Order / Change Request,Fully-Executed/Complete,UPMC - Welcome - Volume Adjustment (CO #2),Brian Rousey,Timothy Ellebracht,2024-08-23 17:22:00,2025-03-06,63345,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/75488/UPMC Health Plan - Cotiviti - CO 1 - TE - 03062025 - Dynamics_75488.pdf,ELIZA® SERVICES CHANGE ORDER FORM,Eliza Standard,UPMC,\bupmc\b,UPMC Health Plan - Cotiviti - CO 1 - TE - 03062025 - Dynamics_75488.pdf
78544,s3://ml-legal-restricted/contract-docs/78544/KFHP of Hawaii - Cotiviti - WO 10 - DM - 03042025 - Dynamics_78544.pdf,Kaiser Permanente of Hawaii,Work Order / Change Request,Fully-Executed/Complete,Kaiser HI- QI- Additional Users for MY24,Carla Galisin,Drew Mattern,2025-02-27 19:05:28,2025-03-01,61955,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78544/KFHP of Hawaii - Cotiviti - WO 10 - DM - 03042025 - Dynamics_78544.pdf,Work Order #10 To Statement of Work #4 for Quality Improvement,Quality Intelligence,Kaiser,\bkaiser(\s+permanente)?\b,KFHP of Hawaii - Cotiviti - WO 10 - DM - 03042025 - Dynamics_78544.pdf
78476,s3://ml-legal-restricted/contract-docs/78476/Gateway - Cotiviti - AMD 3 - JK - 03262025 - Dynamics_78476.pdf,Highmark Wholecare,Amendment,Fully-Executed/Complete,ADD 3 - remove unlinked reimbursement,Dennis Stokka,Jeffrey Koslowski,2025-02-20 17:47:40,2025-02-28,55373,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78476/Gateway - Cotiviti - AMD 3 - JK - 03262025 - Dynamics_78476.pdf,"ADDENDUM #3 TO AMENDMENT #3 BY AND BETWEEN GATEWAY HEALTH, LLC AND COTIVITI, INC.",Payment Policy Management,Highmark,\bhighmark\b,Gateway - Cotiviti - AMD 3 - JK - 03262025 - Dynamics_78476.pdf
78203,s3://ml-legal-restricted/contract-docs/78203/ELEVANCE HEALTH - Cotiviti - AMD 8 - DM - 02252025 - Dynamics_78203.pdf,"Anthem, Inc (WellPoint, Inc.)",Amendment,Fully-Executed/Complete,Elevance Medicaid NJ Exhibit,Angie Sirani,Drew Mattern,2025-01-31 13:03:32,2025-02-25,3534,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78203/ELEVANCE HEALTH - Cotiviti - AMD 8 - DM - 02252025 - Dynamics_78203.pdf,"EIGHTH AMENDMENT TO THE MASTER SOFTWARE LICENSE AGREEMENT BETWEEN ELEVANCE HEALTH, INC. AND COTIVITI, INC. (F/K/A VERSCEND TECHNOLOGIES)",Quality Intelligence,Anthem/Elevance,\b(anthem|elevance)\b,ELEVANCE HEALTH - Cotiviti - AMD 8 - DM - 02252025 - Dynamics_78203.pdf
77763,s3://ml-legal-restricted/contract-docs/77763/United - Amendment 1 to SOW 285 - Medicaid Redertermination Text - Term Renewal_Fee Update - Fully Executed 2-20-2025.pdf,United HealthCare Services,Amendment,Fully-Executed/Complete,United - Amendment 1 to SOW 285 - Redetermination SMS - Term Renewal,Laura Owen,Timothy Ellebracht,2025-01-17 16:35:57,2025-02-22,71141,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/77763/United - Amendment 1 to SOW 285 - Medicaid Redertermination Text - Term Renewal_Fee Update - Fully Executed 2-20-2025.pdf,AMENDMENT 1 TO SOW No. 285 (UNITED – MEDICAID REDETERMINATION TEXT) MR00337594,Eliza Standard,United,\b(united\s*health( ?care)?|unitedhealth(group)?|uhc)\b,United - Amendment 1 to SOW 285 - Medicaid Redertermination Text - Term Renewal_Fee Update - Fully Executed 2-20-2025.pdf
76165,s3://ml-legal-restricted/contract-docs/76165/Centene - Cotiviti - Amendment 5 - MS - 02212025 - Dynamics_76165.pdf,Centene Corporation,Amendment,Fully-Executed/Complete,Amd 5 to MSA Centene (Fidelis) PCCV,Steven Taylor,Melissa Syracuse,2024-11-22 16:29:54,2025-02-21,55615,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/76165/Centene - Cotiviti - Amendment 5 - MS - 02212025 - Dynamics_76165.pdf,"AMENDMENT #5 TO HEALTH CARE SERVICES AGREEMENT BY AND BETWEEN CENTENE CORPORATION AND COTIVITI, INC.",Prospective Clinical Chart Validation,Centene,\bcentene\b,Centene - Cotiviti - Amendment 5 - MS - 02212025 - Dynamics_76165.pdf
78222,s3://ml-legal-restricted/contract-docs/78222/Kaiser - Cotiviti - WO - TE - 02112025 - Dynamics_78222.pdf,Kaiser Permanente,Work Order / Change Request,Fully-Executed/Complete,Kaiser - National Marketing - Monthly Platform Access Fee,Brian Rousey,Timothy Ellebracht,2025-02-03 18:01:27,2025-02-13,76066,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/78222/Kaiser - Cotiviti - WO - TE - 02112025 - Dynamics_78222.pdf,Work Order Form,Eliza Standard,Kaiser,\bkaiser(\s+permanente)?\b,Kaiser - Cotiviti - WO - TE - 02112025 - Dynamics_78222.pdf
75642,s3://ml-legal-restricted/contract-docs/75642/Elevance - Cotiviti  - Amndment 1 - DM - 02132025 - Dynamics_75642.pdf,"Anthem, Inc (WellPoint, Inc.)",Amendment,Fully-Executed/Complete,Elevance - CRA Amendment,Steven Taylor,Drew Mattern,2024-09-16 16:29:32,2025-02-13,73962,Risk Adjustment,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/75642/Elevance - Cotiviti  - Amndment 1 - DM - 02132025 - Dynamics_75642.pdf,"AMENDMENT NO. 1 TO STATEMENT OF WORK NO. 16 COMMERCIAL RISK ADJUSTMENT BY AND BETWEEN COTIVITI, INC. AND ELEVANCE HEALTH, INC.",Commercial Coding,Anthem/Elevance,\b(anthem|elevance)\b,Elevance - Cotiviti  - Amndment 1 - DM - 02132025 - Dynamics_75642.pdf
77728,s3://ml-legal-restricted/contract-docs/77728/Highmark - Cotiviti - WO 14 - DM - 02122025 - Dynamics_77728.pdf,Highmark Blue Cross Blue Shield,Work Order / Change Request,Fully-Executed/Complete,Highmark QI- WO for EED First Date Logic,Carla Galisin,Drew Mattern,2025-01-15 16:00:44,2025-02-12,6266,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/77728/Highmark - Cotiviti - WO 14 - DM - 02122025 - Dynamics_77728.pdf,"Work Order #14 To Cotiviti, Inc. Software License Agreement",Quality Intelligence,Highmark,\bhighmark\b,Highmark - Cotiviti - WO 14 - DM - 02122025 - Dynamics_77728.pdf
